appid,review_score_desc,total_positive,total_negative
65780,Mostly Positive,991,317
65790,Mostly Positive,4983,1257
65800,Very Positive,17577,1288
65930,Mostly Positive,8439,3592
65980,Mixed,13948,9107
67000,Mostly Positive,362,136
67370,Very Positive,19071,1755
70000,Very Positive,12724,2387
70100,Mixed,700,347
70110,Mixed,275,179
70120,Mostly Negative,186,361
70300,Overwhelmingly Positive,10062,396
70400,Overwhelmingly Positive,7166,295
70420,Mostly Positive,570,183
70500,Mostly Positive,45,16
70600,Very Positive,5486,703
70620,Mostly Positive,610,157
70640,Very Positive,579,117
70650,Mixed,193,162
70660,Mixed,266,243
70900,Very Positive,281,59
71000,Mostly Positive,333,99
71250,Very Positive,16841,1531
71340,Very Positive,23812,1649
72000,Very Positive,848,145
72400,Mostly Positive,298,99
72900,Mixed,181,94
73010,Mostly Positive,837,246
73020,Mostly Positive,1142,405
73170,Very Positive,1870,212
73190,Mixed,68,69
73210,Mixed,292,184
78000,Overwhelmingly Positive,7661,318
80000,Mostly Negative,52,128
80200,Mostly Positive,351,97
80300,Mostly Positive,130,39
80310,Very Positive,1648,228
80330,Very Positive,1461,171
80340,Very Positive,730,46
80350,Overwhelmingly Positive,625,24
80360,Overwhelmingly Positive,618,26
90200,Very Positive,908,78
90400,Very Positive,93,18
91100,Very Positive,1041,140
91200,Very Positive,4068,609
91330,Mixed,513,353
91600,Very Positive,2988,357
91700,Very Positive,6751,1240
91800,Very Positive,163,13
91810,Positive,41,8
91900,Very Positive,1275,246
92000,Mixed,1439,943
92100,Mixed,1084,687
92300,Mixed,632,279
92400,Mostly Positive,37,11
92600,Mostly Positive,137,51
92700,Mostly Negative,38,97
92800,Very Positive,4671,398
92900,Mixed,93,91
93200,Very Positive,1022,229
94000,Mixed,453,376
94200,Very Positive,2220,140
94300,Very Positive,1935,288
94400,Very Positive,7067,782
94590,Very Positive,1000,145
94600,Mostly Positive,110,47
94610,Mostly Positive,63,18
94620,Very Positive,238,28
95300,Mostly Positive,836,266
95400,Very Positive,6088,711
95700,Very Positive,1024,71
95900,Mixed,326,141
96000,Very Positive,5766,847
96100,Very Positive,7348,1188
96200,Mixed,223,148
96800,Mixed,181,157
96900,Mixed,30,25
97000,Very Positive,2012,200
97110,Very Positive,100,17
97120,Very Positive,135,16
97130,Very Positive,267,17
98100,Mixed,474,214
98200,Very Positive,2167,452
98300,Very Positive,1326,164
98400,Very Positive,4012,903
98500,Mixed,201,140
98600,Mostly Positive,229,65
98800,Very Positive,5075,333
98900,Mixed,211,112
99100,Mostly Negative,151,346
99120,Mixed,56,30
99300,Very Positive,2436,418
99400,Mixed,187,206
99410,Mostly Negative,47,100
99700,Very Positive,913,117
99900,Very Positive,20183,3899
99910,Mostly Positive,1776,445
102200,Mostly Positive,287,100
102400,Mostly Positive,26,9
102500,Very Positive,11425,1570
102600,Overwhelmingly Positive,8110,347
102810,Very Positive,159,30
102840,Very Positive,2959,631
102850,Mixed,282,141
104000,Mostly Positive,181,65
104020,Mixed,101,46
104100,Mixed,67,30
104200,Very Positive,3997,699
104600,Mostly Positive,642,201
104900,Mostly Positive,21365,6964
105000,Mostly Positive,1592,540
105100,Mixed,235,269
105300,Mixed,302,137
105420,Mostly Positive,269,69
105600,Overwhelmingly Positive,1487662,39893
105700,Mixed,83,57
105800,Mostly Positive,628,164
106000,Mixed,329,176
107100,Overwhelmingly Positive,36265,1795
107200,Very Positive,2863,293
107300,Very Positive,1220,237
107310,Very Positive,3189,285
107410,Very Positive,264988,28092
107600,Overwhelmingly Positive,1483,76
108110,Mostly Negative,48,103
108500,Very Positive,728,99
108600,Very Positive,426103,27029
108700,Mostly Positive,627,260
108710,Very Positive,52000,5789
108800,Very Positive,11788,2022
109200,Mostly Positive,94,30
109500,Mixed,106,78
109600,Mostly Positive,30602,8899
109700,Mixed,73,40
110400,Mostly Positive,139,50
110500,Mixed,70,34
110600,Mixed,40,29
110610,Mostly Positive,57,20
110630,Mostly Positive,38,14
110800,Very Positive,31225,5136
111000,Mixed,50,37
111010,Mixed,50,29
111100,Very Positive,382,88
111300,Mostly Positive,47,15
111400,Mixed,211,221
111600,Very Positive,718,156
111800,Mostly Positive,612,173
112100,Very Positive,500,115
113020,Very Positive,7717,803
113200,Very Positive,59075,3307
113400,Mixed,23759,13760
113420,Mixed,4513,3046
115100,Very Positive,3820,252
115110,Very Positive,1639,200
115120,Very Positive,1045,174
115200,Mixed,371,279
115210,Mixed,462,218
115220,Mostly Positive,438,172
115300,Very Positive,35105,4353
115320,Mostly Positive,12067,3670
115800,Very Positive,5083,999
116100,Mixed,243,166
116120,Very Positive,146,32
200010,Very Positive,1811,327
200020,Mixed,294,259
200080,Very Positive,339,77
200130,Mostly Positive,183,52
200150,Mixed,196,178
200170,Very Positive,7896,1152
200190,Mixed,73,52
200210,Very Positive,39348,8209
200230,Mixed,459,254
200260,Overwhelmingly Positive,73282,2917
200370,Mixed,351,203
200390,Mixed,314,222
200410,Mixed,55,52
200490,Mixed,137,70
200510,Very Positive,54294,3967
200550,Mostly Negative,127,192
200670,Mostly Negative,101,234
200710,Very Positive,42001,3334
200900,Very Positive,7504,572
200910,Very Positive,1250,202
200960,Very Positive,363,30
200980,Very Positive,73,11
200990,Very Positive,49,8
201000,Positive,43,5
201010,Very Positive,112,9
201070,Mixed,255,203
201210,Mostly Positive,683,207
201230,Mostly Positive,2285,602
201270,Very Positive,61478,5503
201271,Mixed,1177,514
201290,Mostly Positive,630,184
201330,Very Positive,199,47
201420,Very Positive,930,162
201480,Mixed,401,410
201490,Overwhelmingly Negative,102,472
201510,Overwhelmingly Negative,793,3504
201570,Mostly Positive,1419,472
201790,Very Positive,18062,1498
201810,Very Positive,56047,5073
201870,Very Positive,17055,3153
202130,Mixed,208,244
202170,Very Positive,16271,960
202200,Mostly Positive,1309,395
202310,Mixed,1178,726
202370,Mixed,63,31
202410,Very Positive,118,24
202530,Mostly Negative,1501,2268
202570,Mixed,59,83
202670,Very Positive,244,26
202690,Very Positive,206,12
202710,Mostly Positive,980,320
202730,Very Positive,363,60
202750,Mostly Positive,7778,2711
202860,Mixed,64,70
202970,Very Positive,42052,6724
203140,Very Positive,57925,4260
203160,Overwhelmingly Positive,255506,10540
203210,Very Positive,882,96
203290,Mostly Positive,8688,2337
203350,Mostly Positive,1599,408
203560,Mostly Positive,229,64
203630,Very Positive,2269,364
203650,Mostly Positive,1685,587
203750,Very Positive,7010,1166
203770,Very Positive,66683,6959
203830,Very Positive,2179,332
203990,Very Positive,274,50
204030,Very Positive,7567,633
204060,Mostly Positive,2051,599
204100,Very Positive,54673,8201
204120,Very Positive,2955,359
204180,Very Positive,1767,373
204220,Mostly Positive,190,70
204240,Very Positive,3782,566
204300,Very Positive,22721,4154
204340,Very Positive,12484,1407
204360,Overwhelmingly Positive,132305,5250
204390,Very Positive,99,24
204440,Very Positive,194,36
204450,Very Positive,41285,2186
204530,Very Positive,2834,194
204560,Mostly Negative,94,266
204580,Positive,42,7
204630,Very Positive,2134,293
204860,Mostly Positive,549,218
204880,Very Positive,15177,1113
204940,Mixed,149,94
205020,Very Positive,1200,181
205060,Mixed,91,64
205070,Mostly Positive,77,21
205080,Mixed,94,45
205100,Overwhelmingly Positive,84021,2035
205230,Very Positive,3160,544
205530,Mixed,54,49
205550,Mixed,187,122
205610,Mostly Positive,1155,413
205650,Very Positive,3117,769
205690,Mostly Positive,272,73
205710,Mostly Positive,2097,566
205730,Very Positive,784,115
205810,Mixed,204,128
205830,Very Positive,339,25
205840,Very Positive,847,169
205870,Very Positive,253,49
205910,Very Positive,3798,349
205990,Mostly Positive,907,388
206020,Very Positive,92,18
206040,Positive,36,6
206060,Very Positive,71,9
206190,Overwhelmingly Positive,12954,328
206230,Mixed,59,30
206250,Mixed,107,60
206370,Very Positive,971,86
206410,Mostly Positive,35,9
206420,Very Positive,67946,9543
206440,Overwhelmingly Positive,82209,3275
206480,Mostly Positive,5588,2242
206500,Very Positive,9117,1725
206610,Mixed,279,375
206690,Very Positive,490,103
206760,Mixed,199,269
207000,Mixed,113,121
207020,Very Positive,540,116
207040,Very Positive,768,172
207080,Very Positive,1740,149
207140,Very Positive,34870,2220
207170,Very Positive,6240,429
207190,Mixed,103,86
207230,Mostly Positive,5591,2021
207250,Mostly Positive,361,148
207320,Very Positive,1971,130
207350,Very Positive,3346,249
207420,Mostly Positive,702,298
207430,Mixed,392,362
207490,Very Positive,5655,356
207530,Very Positive,584,50
207570,Very Positive,360,86
207610,Overwhelmingly Positive,77381,2126
207650,Mixed,418,332
207670,Mixed,31,43
207690,Overwhelmingly Positive,6320,309
207710,Mixed,31,17
207730,Mostly Negative,122,263
207750,Very Positive,1256,239
207790,Mostly Negative,145,258
207930,Mixed,819,374
208110,Mixed,175,100
208140,Very Positive,7723,1856
208200,Very Positive,10554,1691
208400,Very Positive,1189,110
208460,Mostly Negative,16,47
208520,Mixed,1599,788
208580,Very Positive,24088,1655
208600,Very Positive,551,126
208620,Mixed,104,52
208630,Mostly Positive,96,32
208640,Very Positive,84,13
208650,Very Positive,139613,16325
208670,Mostly Positive,2099,573
208710,Mostly Positive,25,10
208730,Mostly Positive,1710,648
208750,Very Positive,3456,391
209000,Very Positive,57326,6518
209060,Very Positive,548,108
209080,Very Positive,13184,1486
209120,Mixed,1342,1086
209160,Mixed,20825,11033
209190,Very Positive,1082,134
209230,Very Positive,815,106
209330,Mixed,313,206
209360,Mostly Positive,61,21
209370,Very Positive,2129,157
209540,Mostly Positive,1286,380
209610,Mixed,65,53
209630,Mostly Positive,829,305
209650,Mixed,16588,8857
209670,Mostly Positive,4339,1713
209690,Mixed,228,116
209730,Mixed,424,408
209750,Mixed,98,82
209790,Very Positive,514,74
209830,Very Positive,1106,196
209850,Mixed,43,21
209950,Very Positive,751,69
210170,Mixed,177,85
210230,Very Positive,118,16
210770,Very Positive,12930,1446
210950,Very Positive,830,95
210970,Very Positive,17571,3232
211010,Very Positive,515,111
211050,Mostly Positive,1109,412
211070,Mostly Positive,1109,412
211160,Mixed,1205,1184
211180,Very Positive,439,36
211260,Very Positive,2116,429
211280,Mixed,179,129
211340,Very Positive,919,100
211360,Very Positive,488,106
211400,Mostly Positive,10029,2722
211440,Very Positive,1028,178
211500,Mostly Positive,20878,6578
211580,Mixed,265,242
211600,Very Positive,3801,313
211740,Very Positive,1981,121
211780,Mixed,946,409
211800,Mostly Positive,108,38
211820,Very Positive,110833,12180
211900,Very Positive,266,64
211970,Mixed,208,129
212010,Mostly Positive,1710,526
212030,Mostly Positive,894,251
212050,Very Positive,509,66
212070,Mostly Positive,11027,4163
212110,Mostly Positive,145,56
212160,Mixed,5347,2635
212200,Mostly Positive,3077,1077
212410,Mixed,435,265
212480,Very Positive,16527,1173
212500,Very Positive,18606,4257
212630,Mostly Positive,4222,1766
212680,Overwhelmingly Positive,74250,3801
212700,Mixed,100,102
212780,Mostly Positive,602,256
212800,Very Positive,5736,713
213030,Very Positive,513,86
213330,Very Positive,8723,482
213350,Mixed,106,56
213390,Mixed,12,6
213610,Very Positive,24945,2988
213650,Very Positive,1450,242
213670,Overwhelmingly Positive,70929,1768
214100,Mixed,32,27
214150,Mixed,153,152
214170,Very Positive,3473,486
214340,Very Positive,12045,1863
214360,Mostly Positive,1266,488
214420,Mostly Positive,6244,2105
214490,Very Positive,60994,4489
214510,Very Positive,14187,1551
214550,Mostly Positive,618,158
214560,Overwhelmingly Positive,15393,474
214570,Mostly Positive,244,74
214590,Very Positive,938,169
214700,Mixed,1194,684
214730,Very Positive,6795,401
214770,Very Positive,5582,411
214790,Very Positive,1410,209
214830,Very Positive,1279,205
214870,Mostly Positive,3376,951
214910,Mixed,301,256
214950,Very Positive,76281,10910
214970,Very Positive,2019,229
215080,Mostly Positive,8125,2574
215100,Mostly Positive,1717,701
215160,Very Positive,1965,187
215280,Mixed,6224,3002
215390,Mixed,12,7
215450,Very Positive,52,3
215470,Mostly Positive,4424,1370
215510,Mostly Positive,2511,640
215530,Very Positive,8459,1750
215550,Mixed,152,196
215630,Mixed,682,333
215670,Mixed,1188,584
215690,Mostly Positive,1119,308
215710,Very Positive,453,75
215770,Mixed,70,58
215790,Mixed,472,558
215830,Mostly Positive,3317,1214
215870,Mixed,167,217
215930,Mostly Positive,1541,394
216090,Very Positive,542,83
216130,Mostly Negative,52,113
216150,Mixed,9406,5503
216210,Mostly Positive,143,58
216260,Very Positive,706,106
216290,Very Positive,224,26
216330,Mostly Positive,9,3
216670,Very Positive,70,5
216890,Very Positive,1458,343
216910,Mostly Positive,1611,562
216930,Mostly Positive,61,18
217100,Mixed,633,645
217120,Very Positive,297,24
217140,Mixed,1671,869
217200,Very Positive,10171,611
217270,Mostly Positive,279,110
217290,Very Positive,218,35
217690,Mixed,975,639
217750,Mixed,2020,888
217790,Mostly Positive,918,244
217920,Mixed,2414,1147
217980,Overwhelmingly Positive,14470,319
218020,Very Positive,93,12
218040,Mixed,59,51
218060,Very Positive,2815,256
218090,Mostly Positive,793,222
218230,Very Positive,60077,14524
218410,Overwhelmingly Positive,3325,174
218510,Mostly Positive,911,336
218620,Very Positive,600883,71875
218640,Very Positive,8787,2056
218660,Mostly Positive,140,39
218680,Very Positive,11545,745
218700,Mostly Positive,108,42
218740,Very Positive,2023,406
218820,Mostly Positive,1715,721
219070,Mostly Negative,11,24
219150,Overwhelmingly Positive,118720,3695
219190,Very Positive,612,84
219200,Very Positive,307,65
219640,Very Positive,53761,11358
219680,Mostly Positive,2117,665
219700,Mixed,452,259
219740,Overwhelmingly Positive,108827,3868
219760,Mixed,422,433
219780,Very Positive,4462,795
219830,Very Positive,4395,819
219890,Overwhelmingly Positive,16785,861
219910,Very Positive,3002,391
219990,Very Positive,99254,6643
220090,Very Positive,1124,171
220160,Mostly Positive,1809,602
220200,Overwhelmingly Positive,135762,6389
220240,Very Positive,114186,15085
220260,Very Positive,4949,400
220420,Very Positive,84,8
220440,Very Positive,30070,2189
220460,Very Positive,765,163
220660,Mixed,664,821
220740,Very Positive,2781,294
220780,Very Positive,8774,591
220820,Very Positive,3388,664
220860,Very Positive,3321,619
220900,Mixed,231,135
221020,Mostly Negative,763,2069
221040,Mostly Positive,52755,15333
221100,Mostly Positive,359043,103079
221180,Very Positive,770,99
221260,Very Positive,12932,697
221380,Overwhelmingly Positive,98321,4278
221540,Very Positive,2938,463
221640,Overwhelmingly Positive,24235,780
221680,Very Positive,22133,2986
221810,Very Positive,2529,370
221830,Very Positive,393,74
221910,Very Positive,42091,3437
222140,Mostly Positive,371,135
222160,Mixed,359,205
222180,Mixed,31,19
222420,Very Positive,2774,283
222440,Very Positive,4951,269
222480,Very Positive,14504,3346
222500,Mixed,25,20
222520,Mixed,846,388
222606,Positive,37,1
222615,No user reviews,0,0
222618,Very Positive,56,12
222640,Mostly Positive,621,229
222660,Very Positive,334,62
222730,Mostly Positive,4660,1299
222750,Very Positive,3879,571
222880,Very Positive,114349,10357
222980,Very Positive,2111,310
223000,Very Positive,264,44
223100,Mixed,10326,6640
223220,Mostly Positive,1488,428
223330,Mostly Positive,1733,620
223410,Mostly Positive,588,221
223430,Mostly Negative,139,252
223450,Mostly Positive,175,52
223470,Overwhelmingly Positive,129841,4073
223490,Mixed,414,483
223510,Mostly Positive,948,278
223630,Mixed,424,269
223710,Very Positive,75165,9475
223730,Very Positive,444,69
223750,Very Positive,34377,6050
223810,Very Positive,2665,324
223830,Very Positive,4376,666
224000,Mostly Positive,410,132
224040,Very Positive,318,72
224260,Very Positive,68339,7667
224300,Very Positive,1071,186
224460,Very Positive,5139,520
224480,Very Positive,9986,629
224500,Mostly Positive,2657,878
224760,Very Positive,14958,1186
224820,Overwhelmingly Positive,1656,70
224860,Mostly Negative,319,673
224880,No user reviews,0,0
224900,Mixed,830,479
224940,Mixed,712,357
224960,Very Positive,3952,672
224980,Very Positive,1227,214
225000,Mostly Positive,640,243
225020,Mixed,996,642
225080,Very Positive,38926,2310
225160,Very Positive,3237,376
225260,Very Positive,18798,1364
225280,Very Positive,1054,199
225300,Very Positive,2039,315
225320,Very Positive,1289,244
225360,Mixed,748,645
225420,Mixed,1449,1050
225540,Very Positive,107016,19898
225600,Mixed,3076,1612
225640,Mostly Positive,2800,879
225840,Very Positive,30238,2071
226100,Mostly Positive,840,258
226120,Mixed,409,212
226280,Positive,43,5
226560,Mixed,1047,659
226620,Very Positive,1967,383
226700,Mixed,10618,14774
226720,Mixed,2435,1441
226740,Mostly Positive,936,259
226780,Mixed,90,56
226820,Very Positive,295,23
226840,Very Positive,10245,2535
226860,Mostly Positive,7953,2423
226960,Mixed,430,194
227000,Overwhelmingly Positive,3288,118
227020,Mixed,316,199
227060,Mixed,272,176
227080,Very Positive,2681,188
227100,Very Positive,4136,548
227160,Overwhelmingly Negative,269,1287
227180,Mixed,1878,921
227200,Very Positive,1063,134
227220,Very Positive,1698,239
227300,Overwhelmingly Positive,899263,23490
227380,Mostly Positive,540,166
227560,Mixed,378,208
227580,Very Positive,2129,232
227600,Very Positive,3924,414
227760,Mixed,261,126
227780,Very Positive,3378,374
227860,Mixed,6876,3697
228200,Very Positive,17361,1047
228260,Mostly Positive,1876,645
228280,Very Positive,16335,1345
228300,Very Positive,13983,2828
228320,Mixed,104,123
228360,Very Positive,2915,264
228380,Very Positive,35231,4737
228440,Mixed,157,73
228760,Very Positive,1514,346
228960,Very Positive,773,86
229480,Very Positive,1605,374
229520,Mixed,336,206
229560,Mixed,23,19
229580,Mixed,556,437
229600,Mixed,135,150
229810,Mixed,307,185
229870,Very Positive,733,123
229890,Mostly Positive,182,47
229970,Mixed,73,35
230050,Very Positive,5496,736
230070,Very Positive,3270,713
230150,Mostly Positive,263,98
230190,Very Positive,6932,1133
230210,Very Positive,408,73
230230,Very Positive,10893,991
230270,Very Positive,3299,216
230290,Overwhelmingly Positive,30287,1105
230330,Mostly Positive,108,28
230350,Mostly Positive,108,28
230410,Very Positive,583713,81706
230650,Mixed,181,171
230700,Mostly Positive,2071,531
230760,Mostly Negative,9,14
230820,Very Positive,3039,351
230840,Mixed,795,782
230860,Very Positive,730,67
230980,Mixed,325,211
231020,Mixed,70,34
231040,Mostly Positive,896,297
231060,Mixed,1862,1349
231140,Mixed,957,678
231160,Very Positive,7099,444
231200,Very Positive,3530,877
231310,Mixed,352,249
231330,Mostly Positive,1922,699
